session,type,entry,sl,tp,date,profit_loss
Tokyo,Buy,2065.32,2062.17,2068.4700000000003,2024-01-02 06:15:00,3.150000000000091
London,Buy,2074.93,2072.15,2077.7099999999996,2024-01-02 14:35:00,2.7799999999997453
New York,Buy,2069.35,2064.76,2073.9399999999996,2024-01-02 19:00:00,4.589999999999691
London,Sell,2058.41,2064.43,2052.39,2024-01-03 14:40:00,6.019999999999982
New York,Sell,2039.82,2048.1,2031.54,2024-01-03 19:15:00,8.279999999999973
Tokyo,Sell,2041.78,2043.15,2040.4099999999999,2024-01-04 06:20:00,1.3700000000001182
London,Sell,2045.56,2048.72,2042.4,2024-01-04 14:05:00,3.1599999999998545
New York,Sell,2041.83,2047.37,2036.29,2024-01-04 19:00:00,5.539999999999964
Tokyo,Buy,2044.33,2043.26,2045.3999999999999,2024-01-05 06:05:00,1.0699999999999363
New York,Sell,2029.1,2041.86,2016.34,2024-01-05 19:00:00,12.759999999999991
Tokyo,Buy,2045.98,2043.71,2048.25,2024-01-08 06:00:00,2.269999999999982
London,Sell,2027.39,2031.83,2022.9500000000003,2024-01-08 14:20:00,4.439999999999827
New York,Sell,2019.82,2025.5,2014.1399999999999,2024-01-08 19:05:00,5.680000000000064
Tokyo,Buy,2034.89,2030.54,2039.2400000000002,2024-01-09 06:30:00,4.350000000000136
New York,Buy,2038.55,2031.55,2045.55,2024-01-09 19:05:00,7.0
Tokyo,Sell,2029.78,2031.16,2028.3999999999999,2024-01-10 06:30:00,1.3800000000001091
New York,Sell,2029.65,2034.09,2025.2100000000003,2024-01-10 19:40:00,4.439999999999827
Tokyo,Buy,2028.0,2026.46,2029.54,2024-01-11 06:20:00,1.5399999999999636
London,Sell,2031.43,2034.15,2028.71,2024-01-11 14:15:00,2.7200000000000273
New York,Sell,2030.49,2039.71,2021.27,2024-01-11 19:05:00,9.220000000000027
Tokyo,Sell,2030.42,2035.38,2025.46,2024-01-12 06:10:00,4.960000000000036
London,Sell,2037.35,2039.81,2034.8899999999999,2024-01-12 14:15:00,2.4600000000000364
New York,Buy,2052.18,2044.27,2060.0899999999997,2024-01-12 19:00:00,7.9099999999998545
Tokyo,Buy,2048.32,2045.68,2050.96,2024-01-15 06:00:00,2.6399999999998727
London,Buy,2057.89,2053.71,2062.0699999999997,2024-01-15 14:10:00,4.179999999999836
New York,Buy,2054.33,2052.32,2056.3399999999997,2024-01-15 19:25:00,2.0099999999997635
Tokyo,Sell,2051.93,2054.5,2049.3599999999997,2024-01-16 06:00:00,2.5700000000001637
London,Sell,2045.43,2050.09,2040.77,2024-01-16 14:00:00,4.660000000000082
New York,Buy,2040.67,2031.22,2050.12,2024-01-16 19:05:00,9.449999999999818
Tokyo,Buy,2028.29,2025.56,2031.02,2024-01-17 06:15:00,2.730000000000018
London,Sell,2023.65,2026.7,2020.6000000000001,2024-01-17 14:05:00,3.0499999999999545
New York,Sell,2021.77,2028.79,2014.75,2024-01-17 19:00:00,7.019999999999982
Tokyo,Buy,2009.82,2008.23,2011.4099999999999,2024-01-18 06:15:00,1.5899999999999181
London,Sell,2008.99,2012.47,2005.51,2024-01-18 14:30:00,3.480000000000018
New York,Sell,2009.84,2015.12,2004.56,2024-01-18 19:05:00,5.279999999999973
Tokyo,Sell,2022.36,2024.25,2020.4699999999998,2024-01-19 06:35:00,1.8900000000001
London,Buy,2028.49,2026.24,2030.74,2024-01-19 14:15:00,2.25
New York,Sell,2032.39,2038.15,2026.63,2024-01-19 19:50:00,5.759999999999991
Tokyo,Buy,2028.77,2025.36,2032.18,2024-01-22 06:15:00,3.410000000000082
New York,Sell,2022.84,2029.8,2015.8799999999999,2024-01-22 19:00:00,6.960000000000036
Tokyo,Buy,2022.24,2020.74,2023.74,2024-01-23 06:10:00,1.5
London,Sell,2028.28,2031.71,2024.85,2024-01-23 14:35:00,3.4300000000000637
New York,Sell,2025.13,2030.28,2019.9800000000002,2024-01-23 19:20:00,5.149999999999864
Tokyo,Sell,2027.23,2029.29,2025.17,2024-01-24 06:05:00,2.0599999999999454
London,Buy,2032.63,2028.06,2037.2000000000003,2024-01-24 14:35:00,4.570000000000164
Tokyo,Sell,2014.88,2016.77,2012.9900000000002,2024-01-25 06:30:00,1.8899999999998727
New York,Buy,2018.31,2013.29,2023.33,2024-01-25 19:00:00,5.019999999999982
Tokyo,Buy,2020.97,2019.42,2022.52,2024-01-26 06:15:00,1.5499999999999545
London,Sell,2019.9,2022.29,2017.5100000000002,2024-01-26 14:30:00,2.3899999999998727
New York,Sell,2021.09,2024.29,2017.8899999999999,2024-01-26 19:00:00,3.2000000000000455
Tokyo,Buy,2022.68,2019.2,2026.16,2024-01-29 06:30:00,3.480000000000018
London,Sell,2030.82,2033.64,2027.9999999999998,2024-01-29 14:35:00,2.8200000000001637
New York,Buy,2032.08,2027.61,2036.55,2024-01-29 19:00:00,4.470000000000027
Tokyo,Buy,2033.58,2030.81,2036.35,2024-01-30 06:10:00,2.769999999999982
New York,Buy,2036.88,2033.14,2040.6200000000001,2024-01-30 19:20:00,3.740000000000009
Tokyo,Sell,2036.17,2038.71,2033.63,2024-01-31 06:10:00,2.5399999999999636
London,Buy,2039.81,2036.0,2043.62,2024-01-31 14:10:00,3.8099999999999454
New York,Buy,2040.88,2035.92,2045.8400000000001,2024-01-31 19:10:00,4.960000000000036
Tokyo,Buy,2041.59,2039.18,2043.9999999999998,2024-02-01 06:00:00,2.4099999999998545
New York,Buy,2036.6,2030.72,2042.4799999999998,2024-02-01 19:00:00,5.879999999999882
Tokyo,Buy,2056.64,2054.58,2058.7,2024-02-02 06:05:00,2.0599999999999454
London,Sell,2054.35,2056.9,2051.7999999999997,2024-02-02 14:20:00,2.550000000000182
New York,Sell,2041.33,2057.73,2024.9299999999998,2024-02-02 19:00:00,16.40000000000009
Tokyo,Sell,2034.4,2039.85,2028.9500000000003,2024-02-05 06:05:00,5.449999999999818
London,Sell,2022.75,2027.78,2017.72,2024-02-05 14:45:00,5.029999999999973
New York,Sell,2015.24,2022.77,2007.71,2024-02-05 19:20:00,7.529999999999973
Tokyo,Buy,2026.48,2024.91,2028.05,2024-02-06 06:05:00,1.5699999999999363
London,Sell,2024.41,2026.75,2022.0700000000002,2024-02-06 14:20:00,2.339999999999918
London,Sell,2032.08,2035.36,2028.8,2024-02-07 14:00:00,3.2799999999999727
New York,Buy,2036.03,2032.22,2039.84,2024-02-07 19:05:00,3.8099999999999454
Tokyo,Buy,2037.86,2036.25,2039.4699999999998,2024-02-08 06:35:00,1.6099999999999
London,Sell,2030.12,2033.45,2026.7899999999997,2024-02-08 14:00:00,3.3300000000001546
New York,Sell,2022.93,2026.51,2019.3500000000001,2024-02-08 19:10:00,3.5799999999999272
Tokyo,Sell,2033.14,2034.4,2031.88,2024-02-09 06:10:00,1.259999999999991
New York,Buy,2032.51,2025.47,2039.55,2024-02-09 19:00:00,7.039999999999964
Tokyo,Buy,2026.15,2024.86,2027.4400000000003,2024-02-12 06:30:00,1.290000000000191
London,Sell,2024.71,2027.1,2022.3200000000002,2024-02-12 14:15:00,2.3899999999998727
New York,Sell,2019.87,2027.59,2012.1499999999999,2024-02-12 19:15:00,7.720000000000027
Tokyo,Buy,2020.96,2018.16,2023.76,2024-02-13 06:30:00,2.7999999999999545
London,Buy,2026.13,2024.38,2027.88,2024-02-13 14:25:00,1.75
New York,Sell,2015.68,2029.84,2001.5200000000002,2024-02-13 19:00:00,14.159999999999854
Tokyo,Buy,1993.0,1990.65,1995.35,2024-02-14 06:15:00,2.349999999999909
Tokyo,Sell,1992.9,1994.03,1991.7700000000002,2024-02-15 06:55:00,1.1299999999998818
New York,Sell,1995.73,2000.3,1991.16,2024-02-15 19:00:00,4.569999999999936
Tokyo,Buy,2003.86,2002.52,2005.1999999999998,2024-02-16 06:55:00,1.3399999999999181
London,Sell,2004.12,2005.69,2002.5499999999997,2024-02-16 14:20:00,1.5700000000001637
New York,Sell,1998.84,2007.05,1990.6299999999999,2024-02-16 19:00:00,8.210000000000036
Tokyo,Buy,2018.74,2013.7,2023.78,2024-02-19 06:25:00,5.039999999999964
London,Sell,2019.24,2021.28,2017.2,2024-02-19 14:15:00,2.0399999999999636
New York,Sell,2016.56,2019.36,2013.76,2024-02-19 19:30:00,2.7999999999999545
Tokyo,Buy,2016.51,2014.87,2018.15,2024-02-20 06:05:00,1.6400000000001
London,Buy,2022.91,2020.64,2025.18,2024-02-20 14:25:00,2.269999999999982
New York,Buy,2029.87,2026.01,2033.7299999999998,2024-02-20 19:00:00,3.8599999999999
Tokyo,Buy,2025.13,2022.81,2027.4500000000003,2024-02-21 06:45:00,2.3200000000001637
London,Sell,2026.67,2029.32,2024.0200000000002,2024-02-21 14:05:00,2.6499999999998636
Tokyo,Buy,2026.42,2024.97,2027.8700000000001,2024-02-22 06:05:00,1.4500000000000455
London,Sell,2030.39,2034.86,2025.9200000000003,2024-02-22 14:50:00,4.4699999999998
New York,Sell,2024.77,2028.68,2020.86,2024-02-22 19:20:00,3.910000000000082
Tokyo,Sell,2023.42,2026.1,2020.7400000000002,2024-02-23 06:05:00,2.6799999999998363
London,Sell,2019.99,2022.67,2017.31,2024-02-23 14:05:00,2.6800000000000637
Tokyo,Sell,2031.1,2034.09,2028.11,2024-02-26 06:00:00,2.990000000000009
London,Sell,2033.94,2036.38,2031.5,2024-02-26 14:30:00,2.4400000000000546
New York,Buy,2033.96,2031.52,2036.4,2024-02-26 19:05:00,2.4400000000000546
Tokyo,Sell,2031.12,2032.53,2029.7099999999998,2024-02-27 06:15:00,1.4100000000000819
London,Buy,2037.82,2034.54,2041.1,2024-02-27 14:00:00,3.2799999999999727
New York,Sell,2035.69,2038.72,2032.66,2024-02-27 19:10:00,3.0299999999999727
Tokyo,Buy,2030.96,2029.07,2032.8500000000001,2024-02-28 06:15:00,1.8900000000001
London,Sell,2027.39,2029.32,2025.4600000000003,2024-02-28 14:15:00,1.9299999999998363
New York,Buy,2034.85,2028.98,2040.7199999999998,2024-02-28 19:00:00,5.869999999999891
Tokyo,Sell,2034.33,2035.59,2033.07,2024-02-29 06:00:00,1.259999999999991
London,Sell,2035.37,2037.37,2033.37,2024-02-29 14:45:00,2.0
New York,Buy,2037.86,2030.11,2045.61,2024-02-29 19:00:00,7.75
London,Sell,2041.35,2045.64,2037.0599999999997,2024-03-01 14:00:00,4.290000000000191
New York,Buy,2053.98,2049.96,2058.0,2024-03-01 19:00:00,4.019999999999982
Tokyo,Sell,2081.71,2084.21,2079.21,2024-03-04 06:30:00,2.5
London,Sell,2083.64,2087.55,2079.7299999999996,2024-03-04 14:55:00,3.9100000000003092
New York,Buy,2085.7,2081.07,2090.3299999999995,2024-03-04 19:00:00,4.629999999999654
Tokyo,Sell,2113.41,2115.88,2110.9399999999996,2024-03-05 06:45:00,2.4700000000002547
London,Buy,2121.29,2114.53,2128.0499999999997,2024-03-05 14:00:00,6.7599999999997635
New York,Buy,2139.78,2124.14,2155.4200000000005,2024-03-05 19:00:00,15.640000000000327
Tokyo,Sell,2125.58,2128.16,2123.0,2024-03-06 06:55:00,2.5799999999999272
London,Sell,2125.94,2129.27,2122.61,2024-03-06 14:00:00,3.3299999999999272
New York,Buy,2139.34,2132.94,2145.7400000000002,2024-03-06 19:25:00,6.400000000000091
Tokyo,Sell,2146.39,2149.69,2143.0899999999997,2024-03-07 06:30:00,3.300000000000182
London,Buy,2158.8,2155.28,2162.32,2024-03-07 14:00:00,3.519999999999982
New York,Sell,2156.6,2164.76,2148.4399999999996,2024-03-07 19:30:00,8.16000000000031
Tokyo,Buy,2163.17,2160.11,2166.23,2024-03-08 06:00:00,3.0599999999999454
London,Buy,2166.32,2161.04,2171.6000000000004,2024-03-08 14:35:00,5.2800000000002
New York,Buy,2178.23,2162.25,2194.21,2024-03-08 19:00:00,15.980000000000018
Tokyo,Buy,2184.58,2179.41,2189.75,2024-03-11 06:05:00,5.170000000000073
London,Sell,2178.59,2183.17,2174.01,2024-03-11 14:05:00,4.579999999999927
New York,Buy,2179.77,2174.72,2184.82,2024-03-11 19:00:00,5.050000000000182
Tokyo,Sell,2181.75,2184.57,2178.93,2024-03-12 06:00:00,2.8200000000001637
London,Sell,2176.21,2177.83,2174.59,2024-03-12 14:15:00,1.6199999999998909
New York,Sell,2157.14,2169.92,2144.3599999999997,2024-03-12 19:05:00,12.7800000000002
Tokyo,Buy,2159.87,2156.51,2163.2299999999996,2024-03-13 06:00:00,3.3599999999996726
London,Sell,2158.18,2161.13,2155.2299999999996,2024-03-13 14:25:00,2.950000000000273
New York,Buy,2166.15,2161.51,2170.79,2024-03-13 19:00:00,4.639999999999873
Tokyo,Buy,2175.91,2174.01,2177.8099999999995,2024-03-14 06:20:00,1.8999999999996362
New York,Sell,2161.33,2167.2,2155.46,2024-03-14 19:00:00,5.869999999999891
Tokyo,Buy,2162.29,2160.57,2164.0099999999998,2024-03-15 06:10:00,1.7199999999998
London,Buy,2168.5,2165.38,2171.62,2024-03-15 14:15:00,3.119999999999891
New York,Sell,2157.73,2163.32,2152.14,2024-03-15 19:00:00,5.5900000000001455
Tokyo,Buy,2157.06,2154.99,2159.13,2024-03-18 06:20:00,2.0700000000001637
London,Buy,2154.8,2150.18,2159.4200000000005,2024-03-18 14:35:00,4.620000000000346
